abbracciare	Indicativo	Presente	1s	abbraccio
abbracciare	Indicativo	Presente	2s	abbracci
abbracciare	Indicativo	Presente	3s	abbraccia
abbracciare	Indicativo	Presente	1p	abbracciamo
abbracciare	Indicativo	Presente	2p	abbracciate
abbracciare	Indicativo	Presente	3p	abbracciano
abbracciare	Indicativo	Passato Prossimo	1s	ho abbracciato
abbracciare	Indicativo	Passato Prossimo	2s	hai abbracciato
abbracciare	Indicativo	Passato Prossimo	3s	ha abbracciato
abbracciare	Indicativo	Passato Prossimo	1p	abbiamo abbracciato
abbracciare	Indicativo	Passato Prossimo	2p	avete abbracciato
abbracciare	Indicativo	Passato Prossimo	3p	hanno abbracciato
abbracciare	Indicativo	Imperfetto	1s	abbracciavo
abbracciare	Indicativo	Imperfetto	2s	abbracciavi
abbracciare	Indicativo	Imperfetto	3s	abbracciava
abbracciare	Indicativo	Imperfetto	1p	abbracciavamo
abbracciare	Indicativo	Imperfetto	2p	abbracciavate
abbracciare	Indicativo	Imperfetto	3p	abbracciavano
abbracciare	Indicativo	Trapassato Prossimo	1s	avevo abbracciato
abbracciare	Indicativo	Trapassato Prossimo	2s	avevi abbracciato
abbracciare	Indicativo	Trapassato Prossimo	3s	aveva abbracciato
abbracciare	Indicativo	Trapassato Prossimo	1p	avevamo abbracciato
abbracciare	Indicativo	Trapassato Prossimo	2p	avevate abbracciato
abbracciare	Indicativo	Trapassato Prossimo	3p	avevano abbracciato
abbracciare	Indicativo	Passato Remoto	1s	abbracciai
abbracciare	Indicativo	Passato Remoto	2s	abbracciasti
abbracciare	Indicativo	Passato Remoto	3s	abbracciò
abbracciare	Indicativo	Passato Remoto	1p	abbracciammo
abbracciare	Indicativo	Passato Remoto	2p	abbracciaste
abbracciare	Indicativo	Passato Remoto	3p	abbracciarono
abbracciare	Indicativo	Futuro Semplice	1s	abbraccerò
abbracciare	Indicativo	Futuro Semplice	2s	abbraccerai
abbracciare	Indicativo	Futuro Semplice	3s	abbraccerà
abbracciare	Indicativo	Futuro Semplice	1p	abbracceremo
abbracciare	Indicativo	Futuro Semplice	5s	abbraccerete
abbracciare	Indicativo	Futuro Semplice	6s	abbracceranno
abbracciare	Indicativo	Futuro Anteriore	1s	avrò abbracciato
abbracciare	Indicativo	Futuro Anteriore	2s	avrai abbracciato
abbracciare	Indicativo	Futuro Anteriore	3s	avrà abbracciato
abbracciare	Indicativo	Futuro Anteriore	1p	avremo abbracciato
abbracciare	Indicativo	Futuro Anteriore	2p	avrete abbracciato
abbracciare	Indicativo	Futuro Anteriore	3p	avranno abbracciato
abbracciare	Congiuntivo	Presente	1s	abbracci
abbracciare	Congiuntivo	Presente	2s	abbracci
abbracciare	Congiuntivo	Presente	3s	abbracci
abbracciare	Congiuntivo	Presente	1p	abbracciamo
abbracciare	Congiuntivo	Presente	2p	abbracciate
abbracciare	Congiuntivo	Presente	3p	abbraccino
abbracciare	Congiuntivo	Passato	1s	abbia abbracciato
abbracciare	Congiuntivo	Passato	2s	abbia abbracciato
abbracciare	Congiuntivo	Passato	3s	abbia abbracciato
abbracciare	Congiuntivo	Passato	1p	abbiamo abbracciato
abbracciare	Congiuntivo	Passato	2p	abbiate abbracciato
abbracciare	Congiuntivo	Passato	3p	abbiano abbracciato
abbracciare	Congiuntivo	Imperfetto	1s	abbracciassi
abbracciare	Congiuntivo	Imperfetto	2s	abbracciassi
abbracciare	Congiuntivo	Imperfetto	3s	abbracciasse
abbracciare	Congiuntivo	Imperfetto	1p	abbracciassimo
abbracciare	Congiuntivo	Imperfetto	2p	abbracciaste
abbracciare	Congiuntivo	Imperfetto	3p	abbracciassero
abbracciare	Congiuntivo	Trapassato	1s	avessi abbracciato
abbracciare	Congiuntivo	Trapassato	2s	avessi abbracciato
abbracciare	Congiuntivo	Trapassato	3s	avesse abbracciato
abbracciare	Congiuntivo	Trapassato	1p	avessimo abbracciato
abbracciare	Congiuntivo	Trapassato	2p	aveste abbracciato
abbracciare	Congiuntivo	Trapassato	3p	avessero abbracciato
abbracciare	Condizionale	Presente	1s	abbraccerei
abbracciare	Condizionale	Presente	2s	abbracceresti
abbracciare	Condizionale	Presente	3s	abbraccerebbe
abbracciare	Condizionale	Presente	1p	abbracceremmo
abbracciare	Condizionale	Presente	2p	abbraccereste
abbracciare	Condizionale	Presente	3p	abbraccerebbero
abbracciare	Condizionale	Passato	1s	avrei abbracciato
