1	272120	693566	681958	661384	298305
2	405578	13547	264889	405577	513833
3	368671	599641	141943	141941	141944
4	543722	25939	84897	336926	60602
5	86888	354736	407249	410316	494602
6	339184	315718	223840	474119	513380
7	468038	22626	257342	445643	108987
8	308839	309018	308966	90137	53988
9	254655	162745	334559	44538	261212
10	216160	399709	24240	353625	546122
11	527315	250488	165354	197415	12864
13	589610	25286	76471	392160	320164
14	376171	607862	337082	536977	377477
15	27755	362280	506092	65951	280701
16	122038	302926	228380	358682	184650
17	326632	176700	140424	95055	625442
18	90491	90449	26599	90453	47055
19	634821	169304	549689	69139	575663
20	36360	547709	435679	568600	588354
21	6967	645073	189804	644661	457626
22	376171	206319	593637	79894	65182
23	642052	681958	661384	298305	643891
24	251920	589377	323518	290850	28221
25	335667	65849	597562	241625	105385
26	439235	617714	10056	94912	339577
27	30950	277302	25096	291767	539874
28	1215	112926	145553	107984	121989
29	438925	299487	588149	540198	310511
30	162623	180443	180820	635187	394805
31	3939	262622	285435	349285	111885
32	196569	638403	1450	334327	637917
33	28344	13932	206134	536112	520293
34	280140	4512	566243	364898	422803
35	159631	162623	221444	567	249946
36	30463	393333	251817	622985	345176
37	331939	329109	201940	271580	156962
38	166186	435057	90459	324213	255430
39	27725	545456	288455	378464	13712
40	352152	129306	76973	417749	368901
41	315718	81397	265578	142740	522870
42	241809	338482	391428	143798	486924
43	626859	464700	626856	17400	179411
44	518489	81502	636312	224860	305922
45	96966	62104	177615	325826	382585
46	160040	39945	14096	377136	75573
47	696216	340681	696128	696437	697138
48	230536	194448	272338	256255	448609
49	335667	354736	358691	225227	44266
50	551909	539947	46073	346302	28344
51	25939	150764	60602	124171	494370
52	2027	11778	15078	414515	10465
53	210439	60602	229703	3264	113769
54	56670	264328	608805	34359	38421
55	354040	523323	145205	2221	324436
56	482166	146611	705395	392876	325020
57	265815	199384	387946	497767	106786
58	595619	23998	707212	151064	47342
59	510841	352676	397914	462537	113626
60	7803	148330	591568	336978	76586
61	216657	88295	2424	479104	200988
62	606399	617496	473633	630427	53625
64	354415	41702	35392	582713	627118
65	347492	54165	61419	225662	234946
66	90453	4460	134925	81839	438692
67	522980	357430	534937	75573	128069
68	553678	337008	459838	81397	413836
69	151915	257619	483752	138777	494370
70	281666	364152	509783	209933	505075
71	16846	17575	239284	482038	399615
72	488152	345243	345321	108010	306442
73	195825	465508	460653	460362	54450
74	430387	442026	314749	26445	219776
75	197581				
76	492269	635465	511765	112388	204453
77	408765	128428	196156	169162	177442
78	151630	58190	618117	249173	237092
79	503644	595403	168066	636219	511458
80	199179	352298	391499	60771	148562
81	453858	62501	2027	272482	438145
82	77834	630102	109129	231973	507404
83	520547	498110	82835	331461	442676
84	310312	26166	627762	627763	627758
85	625127	635347	602754	40598	271655
86	166426	101877	453881	5741	161044
87	168066	315718	125275	439974	316765
88	70594	79920	538684	624342	538694
89	538629	298305	593210	14512	196102
90	113824	414513	14546	354165	438145
91	5526	602390	39870	463711	56635
92	149864	230548	10709	503757	546582
93	9928	7107	460579	160762	303326
94	237857	155059	155060	263306	361862
95	527165	271554	467138	187390	383139
96	655153	304407	655906	655293	655720
97	195037	602409	336926	390030	77142
98	572741	377551	642052	642122	643891
99	135029	135030	374138	135028	374139
100	594725	67892	154153	170523	591843
101	302466	413980	52859	314064	290710
103	261375	633220	288612	44913	63507
104	348116	593892	613638	50074	703598
105	15062	32311	326827	331284	273807
106	248107	242775	276217	234057	249447
107	391820	525283	200955	438690	583665
108	566553	556937	618117	504432	105849
110	448543	607301	504497	201649	290067
111	19389	27718	13547	622740	450652
112	123960	413913	248755	230925	255644
113	264861	268837	287521	520141	4136
114	133915	107294	422228	370461	371290
115	200693	2386	285626	585884	586037
116	259354	269454	327840	607862	633717
118	172201	418328	386147	368393	17633
119	104476	319095	370329	9296	429707
120	546054	4910	215678	274330	636287
121	302200	180760	300254	190835	130014
122	287912	504432	618117	383362	109564
123	398346	218203	26978	450322	76668
124	377551	439974	480027	150399	527232
125	90449	272885	90448	226929	90450
126	543167	104487	625127	158124	102716
127	10879	411783	69900	641422	6363
128	248151	159659	140947	44964	203355
129	333773	354736	165843	552755	358993
130	67584	243271	465436	111670	257583
131	621707	71730	257814	271026	135004
132	61725	483752	615297	483749	321778
133	371225	332141	625127	632837	64885
134	67892	646131	68258	601016	76358
135	43821	433733	445021	495889	481829
136	445358				
137	447528	79845	79844	528279	435602
138	556043	160551	373020	270711	270716
139	163826	300626	315718	142740	492831
140	358660	151680	37253	178693	358659
141	506312	186391	183306	192112	326459
142	439235	478199	486826	231057	513947
143	480391	165843	175176	28344	459371
144	317718	315657	6917	229654	502919
145	506062	606641	178667	207832	73232
146	442572	161645	254132	150513	323448
147	170196	86196	433472	166816	183275
148	92706	499806	593210	600482	234785
149	46012	300254	265408	41638	44266
150	83090	59731	452622	608471	391639
151	55584	263744	265356	538312	473262
152	273041	418763	5581	622820	271206
153	410316	48241	309002	3134	104696
154	507691	345931	202262	269478	438692
155	571534	571600	571790	571696	571812
156	581727	602754	393226	602902	611664
157	163826	81397	108010	91464	219531
158	101912	406395	127577	19757	275937
159	128942	9893	81690	424795	501359
160	255029	120448	21217	44290	460653
161	59669	373395	540811	76388	39598
162	163826	439974	173621	401239	393226
163	333773	370408	207452	333777	119018
164	166626	97797	393647	610729	300021
165	71902	11065	224511	213546	84834
166	671732	672195	671581	671827	672107
167	28444	170991	255822	333940	645640
168	427822	600478	59860	629239	167994
169	392396	281744	7049	453363	359445
170	565861	91037	35559	184920	257265
171	300626	315718	661384	637954	657033
172	485462	398023	545309	127313	148611
173	350199	522337	264768	466046	440003
174	424802	65132	74146	110126	110125
175	68348	3828	383104	68349	501180
176	133656	57803	134318	636901	501746
177	241147	392369	144829	35048	170775
178	218031	447909	233499	255430	255431
179	504432	121135	194536	364273	255264
180	163826	455485	54424	104487	233344
181	612896	140682	267036	583978	323388
182	272120	158522	54999	271740	601572
183	190161	310845	53458	377477	310513
184	567	320315	616982	125700	121370
185	138193	377477	404841	13062	63994
186	371017	105873	144257	213302	416847
187	456000	210166	96495	516768	79031
188	257346	23541	4800	68478	171294
189	630818	569797	617279	573869	182978
190	79845	79844	840	435602	1841
191	57455	371017	215106	341450	243611
192	277814	383948	310176	383199	407128
193	79844	121910	15062	383362	394044
194	58190	387030	184594	619071	218924
195	5881	123903	1027	35350	65091
196	213021	600184	156671	127062	97247
197	602881	110362	76207	37201	325542
198	327720	214524	293094	393190	103184
199	20301	207452	632837	213421	214811
200	458724	139493	554244	173061	170188
201	277985	391236	185067	259047	403251
202	139848	37245	2819	127627	539095
203	46991	223860	393647	29467	550496
204	99723	594150	137491	391772	16268
205	637446	209577	150383	637809	638410
206	451070	307284	81065	42813	175720
207	168474	217476	110251	150011	604507
209	248151	195640	195641	195639	623487
210	167498	625592	104326	241478	623737
211	257497	196934	138193	25294	264318
212	119337	271740	71772	521753	3429
213	626402	11873	125958	57748	259800
214	330534	433757	445965	374424	145487
216	165461	274508	141465	555200	510828
217	144160	257657	439974	14288	4888
218	265572	265577	265578	335015	651683
219	48271	325718	181266	494513	463443
220	693566	642052	681958	661384	643891
221	367027	264318	234785	478400	391572
222	103124	132813	247309	60425	121225
223	436901	304702	489030	130660	266238
224	168831	168618	119646	166858	192413
225	120975	68806	363859	61046	517108
226	568719	574895	571386	358350	574902
227	652171	652222	649587	69473	494736
228	263090	234883	227610	598456	391639
229	67080	172444	101992	149987	360760
230	5532	90138	374648	20160	339942
231	104522	207467	214292	360120	210639
232	7611	14052	120060	225402	346116
233	265578	299768	380911	566090	154153
234	179145	137161	104266	153002	615297
236	710647	378793	170188	617429	519406
237	341830	662656	400106	213219	340935
238	74015	106754	502887	593803	335115
240	86888	223860	418328	447647	649023
241	312882	642642	285996	616405	582408
243	334427	189116	403521	201660	61138
244	163826	337458	300626	281202	629992
245	443141	19339	477358	423758	292018
246	142257	503585	43730	281580	119431
247	212417	612645	150756	17717	380911
248	495997	468422	158124	273359	53355
249	403521	42284	469459	243880	550496
250	15983	241478	264318	58276	12643
252	12146	617667			
253	576560	480391	522870	189804	508637
254	74924	136516	216519	136515	213492
255	625592	144160	439974	196102	376871
256	46991	638902	260144	583837	637271
257	59261	42284	438145	608718	46073
258	21856	424831	596008	445534	382848
259	140682	301116	423350	1187	4031
260	146296	95948	518033	8076	31173
261	222357	602618	253537	542707	307173
262	251898	408927	253537	169478	606271
263	594150	44420	476638	336824	183112
264	347722	263658	48351	422516	542678
265	282709	7708	142883	486316	10465
266	30950	65222	109129	516795	340904
267	114092	501264	596224	72102	541971
268	552755	494144	710011	198044	194573
269	479052	80070	105596	23052	640790
270	375976	320652	323077	630427	536064
271	638297	202691	638303	637349	53691
272	42657	7711	21241	174823	327009
273	241147	392369	459076	434094	35676
274	22896	545422	22135	340460	146479
275	139848	303017	180443	397123	566519
276	272120	222733	175501	101081	138777
277	8634	53421	266628	613017	138803
278	325434	412302	241594	270393	340995
280	345860	472537	184594	208063	495653
281	60539	638368	638659	638820	638403
282	237267	639125	210962	231545	283554
283	485705	383019	99005	495349	308339
284	78934	263658	21856	633220	212662
285	365785	125056	706950	316594	636771
286	293799	529036	605831	280760	67727
287	72170	535901	100162	20300	100160
288	352298	242509	393226	154153	353055
289	627162	340995	340996	597393	488299
291	241478	203735	336147	214034	61753
292	257129	287912	292966	404296	401239
293	163826	707811	237974	175501	505706
294	414581	140550	372596	236929	177615
295	607030	258139	184761	126809	104850
296	27669	304876	7049	491953	164427
297	77892	160348	345343	358539	49955
298	529439	358540	458294	91464	509796
299	36773	56043	97238	292	466746
300	123218	4603	51676	1288	151734
301	304467	237553	45455	630279	10954
302	466475	463724	538629	538602	703598
303	576560	572741	573516	573869	576705
304	605802	361611	537512	47891	178419
305	701963	702885	518153	588149	703110
306	350590	586037	78600	73688	101264
307	485790	73862	357969	358623	360760
308	229408	300626	136322	473979	450653
309	36360	339134	50197	593992	403561
310	596869	305478	167046	352549	514295
311	302466	176700	158097	322179	147028
312	269310	324246	608582	102293	630864
313	201362	300626	281202	564285	693566
314	572881	15685	2246	104020	13831
315	271383	572741	573110	307448	583318
316	710430	48241	238814	159712	295531
317	438333	472537	183944	353332	458177
318	237854	13107	178385	193356	385618
319	626688	335667	46860	660878	429116
320	223860	90459	352549	27457	196621
321	153205	561130	191567	314479	196987
322	53198	109395	29467	229655	151124
323	67038	137030	599641	422710	293366
324	494076	215891	21452	428763	4888
325	589610	223860	238820	280140	289204
326	91646	341586	638998	311016	358050
327	599023	435396	223239	119034	446859
328	608389	666591	98717	665772	665820
329	628834	37253	436002	628051	348710
330	48563	313623	514863	208699	219675
331	156336	597562	635187	184523	604198
332	195051	257219	231887	310780	426465
333	102166	254893	262133	304300	11458
334	229545	269606	202714	254973	334540
335	198257	220145	134902	326645	593210
336	544116	587294	607015	430196	607127
337	111147	440326	221617	306201	457043
338	196102	299768	264318	82568	403187
339	592935	480295	707687	58276	198489
340	136515	142966	182367	566090	141568
