341	168090	188884	172609	188321	161225
342	559327	560094	121910	560251	559362
343	390767	209192	261532	185043	587236
344	127895	557457	130154	396078	308729
345	711103	707970	176840	96482	387739
346	468422	144160	643891	634734	631818
347	396998	582919	458226	542938	256522
348	247252	413980	595950	535169	617173
349	119886	207534	243271	34350	336926
350	272120	352298	494144	175501	146277
351	4436	371243	490135	13264	20165
352	309789	467304	318123	318121	369779
353	606202	175176	315881	147028	256469
354	108387	355901	213421	536002	398067
355	323518	408707	408693	408711	420359
356	246555	561010	184624	110251	88473
357	234400	272050	96966	710734	501687
358	165461	45797	56670	458264	343815
359	122038	180820	111013	285937	37075
360	195506	492288	602580	298410	298647
361	278435	278448	371909	278442	278454
362	11800	71142	94486	29973	11119
363	352385	392396	400662	483584	354442
364	249885	263744	189804	2435	271655
365	542533	338343	459007	290803	310780
366	541987	60539	584205	63269	443512
367	602595	622825	174076	196837	60928
368	623771	398911	56994	261964	44290
369	335667	109254	14813	315881	177329
370	27111	436901	313623	281842	48436
371	227428	250094	293150	426117	55011
372	298305	602754	332431	480027	605390
373	621366	29944	100160	521746	385801
374	157459	552755	534702	226685	608087
375	374081	102377	108707	31617	176603
376	522337	37075	380911	14288	445534
377	704891	704560	704396	704893	65987
378	108874	608389	588497	11873	163430
379	149316	424753	211500	55011	44167
380	251112	63298	613124	390364	194556
381	455060	251898	265572	580032	273156
382	579185	262469	579589	579688	265577
383	235042	626425	215110	195034	459938
384	447528	401239	405578	508983	520384
385	545420	545801	185109	561333	545429
386	36773	229866	319432	173962	295406
387	357430	264318	92327	69681	92374
388	345931	331305	840	328256	616513
389	252205	34421	208222	292	604317
390	65849	73232	448997	196621	234166
391	195051	435057	240237	529483	157036
392	425378	277743	61881	277747	322027
393	27669	238820	630193	362116	457722
395	272120	357430	340681	601572	86347
397	393226	332431	64175	68258	626781
398	165461	14813	158097	159712	535169
399	82670	1730	40540	507611	127667
400	358691	153744	550955	205788	231481
401	200334	550496	260992	130258	236360
402	219151	385121	392396	56161	79043
403	455060	315566	239826	586852	127948
404	153718	419062	454599	261098	388816
405	310415	161645	492899	418735	457722
406	220378	391428	249826	251832	53689
407	685148	213291	684865	406395	685480
408	174164	125234	535121	30005	169059
409	124719	624275	461698	501687	25306
410	158522	536228	637891	703404	637893
411	27037	531427	71314	57543	352778
413	222224	56135	135889	20866	226593
414	633220	352549	591843	41375	636045
415	124719	18337	241062	414353	318010
416	398911	480391	443141	426113	490673
417	667189	46991	180820	160040	263624
418	479868	472986	53458	18393	377551
419	208613	35210	148298	35209	35213
420	282859	367265	440331	611202	4265
421	207980	542399	309441	542398	37518
422	37075	551329	558564	74659	194096
423	70061	121910	471027	210962	54279
424	372534	478400	128069	232762	10465
426	62571	338985	438333	34724	176521
427	271383	91037	630193	639788	172911
428	377551	101912	439974	189804	145502
429	26601	2460	705904	25306	347411
430	632799	587324	210424	599538	210425
431	260162	435768	457685	705956	327361
432	31976	307284	90555	453839	460974
433	28731	93904	37473	65437	7807
434	51629	307284	545526	62206	225185
435	95165	189819	189818	182525	95159
436	160551	280569	250252	197126	302984
437	61238	190243	441372	179084	6765
438	473327	644584	404296	537263	656471
439	153205	441603	2819	65146	44266
440	473391	123655	464822	318805	58220
441	208166	246953	359134	492108	426321
442	573741	573516	573507	80258	572288
443	143977	251898	407844	11351	215891
444	105862	105873	613780	105849	613736
445	583049	313623	281842	220538	460438
446	186558	276021	489052	428638	211754
447	624802	218856	17717	459023	353559
448	626406	304112	451735	214805	544042
449	212230	453974	49786	237332	544276
450	30888	210861	581190	605916	544652
451	407249	16268	278769	253801	144826
452	564285	435679	237974	267682	375346
453	79430	413980	501901	611237	621306
454	272658	290085	157036	604072	628143
455	471943	32603	444938	232444	444937
456	669312	669607	225227	669481	669381
457	203699	55024	390303	395225	341497
458	473553	37870	546294	541185	595047
459	99723	79430	577180	577118	274036
460	576669	210743	244829	578683	578746
461	79430	647626	647002	561484	647602
462	135706	248986	522113	152583	149652
463	391499	612896	634821	492831	411702
464	259031	598961	291818	290844	509924
466	136870	331209	627628	378789	380517
467	263658	447647	185411	260162	328895
468	494841	452763	176214	601707	105138
469	143977	5817	88153	627303	11351
470	116002	220225	152872	267450	104642
471	95056	305478	273352	138543	277861
472	337458	588267	183924	533450	150764
473	545719	561021	23691	138681	255518
474	96016	502520	442687	449125	15160
475	457769	587986	162964	237854	397500
476	190918	25534	293691	268954	433248
477	32979	326632	469065	272249	438284
478	126416	597148	553407	173709	65987
479	293162	457003	210639	155980	135754
480	557687	97130	343966	236672	163307
481	195825	542563	216382	11080	553230
482	485518	91646	414581	18337	272523
483	597562	376871	304407	605390	530714
484	201362	310415	315718	333773	633220
485	487325	710044	184523	111844	145205
486	402363	499581	534435	625127	624464
487	294038	326632	176700	373416	600482
488	535367	61356	294745	534673	220611
489	506062	109254	69149	382450	566519
490	337458	121910	315718	604624	45932
491	443141	25306	91464	57226	12977
492	99723	206319	265498	104526	484530
493	682125	233344	681958	682591	682112
494	99723	112174	264318	494144	178178
495	509924	164511	73252	4059	388628
496	588354	154244	556312	448732	283554
497	565651	439112	641881	642052	642122
498	187664	539921	464889	125718	210511
499	351746	34359	615927	277763	74744
501	262469	638134	638612	448156	586586
502	201362	593210	14512	522870	201365
503	400613	501687	30947	505640	545803
504	215106	401166	68222	413693	407191
505	626688	376871	634918	564278	363321
506	89729	281202	281206	239840	473586
507	435086	207877	291885	406395	202399
508	599023	393647	28706	624802	237092
509	704891	704560	418279	704396	704893
510	462297	43435	171504	62946	92553
511	163662	368687	81045	2819	378461
512	386385	27718	562055	562382	190663
513	172568	457727	239966	420083	420084
514	91037	264318	91149	16776	10056
515	312882	234523	114970	377136	418808
516	337458	377551	333264	127577	609270
517	55650	438925	459510	544126	545467
518	160084	235182	588267	202642	134857
519	372887	231925	25322	84545	53010
520	477956	477955	372591	533506	192242
521	585303	366883	602172	498818	629147
522	406931	115989	169090	200933	251551
523	287706	364622	426699	96202	169996
524	235864	234566	603696	25639	234567
525	111793	479778	596469	544310	2249
526	292884	258396	508853	487417	546628
527	363214	373127	160892	294546	85002
528	173941	108196	498809	322131	5740
531	403312	158228	158229	347663	58551
532	58549	410781	581411	461574	58550
533	630081	123490	262413	706778	101217
534	89288	485222	439213	485221	439203
535	635942	586393	213083	401335	157921
536	421732	462423	472783	376276	126340
537	448985	183762	119136	535718	109744
538	10799	25444	62182	604547	10305
539	311111	311112	349695	311113	349696
540	80707	80359	260980	477550	205800
541	293728	88139	255405	193991	433189
542	15767	232750	588725	628653	458891
543	456532	210395	251692	20259	51059
545	70658	481686	209128	182669	273941
546	304819	186081	296895	435871	202381
547	628058	395916	489567	17026	232435
549	415431	22470	319050	83941	139725
550	74523	316547	223604	37146	172460
551	538966	236818	465190	533481	184484
552	276141	48898	276140	324493	323175
554	275381	275380	413319	275379	180476
555	628624	413324	632925	35320	24079
556	417401	402513	62925	64736	107306
557	216610	228003	182092	36400	204432
558	208119	545307	421241	682691	366300
559	143078	4626	295190	273938	295191
560	300492	361399	3188	589133	645998
561	122723	635467	545829	608756	341706
562	390534	183016	70717	333044	70715
563	287706	232232	86376	151607	103787
564	442845	586668	46429	102983	359668
566	21390	79134	376373	376372	598048
567	545590	553650	545589	545588	31477
568	291615	196907	72552	147745	188116
569	37520	152431	596764	407741	452630
570	479444	308500	216790	308418	211119
571	632511	40720	308418	308412	430034
573	117625	183796	215683	159714	176780
574	546033	168198	99040	546029	545382
575	269297	217715	526171	260952	78402
576	87135	334682	77231	138179	421156
577	683693	56162	604453	322505	683573
578	141491	440259	293814	113350	63324
579	438914	467075	629695	345364	427860
580	526713	561107	561177	561191	46049
581	61934	360177	61935	227008	259661
582	82708	51086	629023	257360	95493
583	124740	34997	395487	465090	364457
584	61935	67825	106283	67848	14705
585	267055	524603	331182	485401	391570
586	616496	119739	52693	408679	535638
587	328496	179400	243437	345036	57249
588	203647	134961	238216	252295	329516
589	583500	377467	177087	242322	583502
590	426017	545008	360195	432917	337116
591	224570	212367	224569	473548	214102
592	607124	321771	135498	339802	291804
593	210350	43017	114535	210353	210348
594	207263	461960	80834	535718	121080
595	602681	235881	18604	612058	288849
596	365099	689	372590	467368	627359
597	81437	361650	80338	370160	499422
598	338931	101053	241458	370467	202328
599	466858	62310	259972	417503	28088
600	48859	35805	23332	41904	374021
601	345083	588228	6418	103548	29472
602	564012	238185	564013	228224	218046
603	101148	48306	333456	32376	386570
604	434447	464934	485610	151835	295131
605	255563	227166	3316	459015	489022
606	105779	409907	357649	105780	208424
607	49997	195311	32555		
608	199901	527601	527617	199899	527609
609	139691	95443	456771	386050	187488
610	42470	355655	430261	121757	161987
611	235429	508320	614240	614241	116845
612	185940	13054	140958	375074	6478
614	309931	309925	337438	52079	309934
615	113161	3894	35961	242516	97590
616	627277	419985	629266	63475	63544
617	166398	43503	230296	424325	166397
618	588725	420389	591350	324536	48523
619	140120	42135	127006	438815	706477
620	17212	183779	296305	236854	66311
621	358063	627137	75014	252744	87766
622	410614	197005	248150	9286	29071
623	484542	461341	543839	137787	368304
624	31974	445352	710032	55483	347023
625	460726	529486	150648	432256	60817
626	29071	450672	450680	563560	450670
627	535984	222131	376980		
628	31184	46321	33531	33533	33809
629	535068	270139	536223	464486	535067
630	532977	383192	140250	30994	155752
631	21424	596923	134415	253814	89860
632	227392	138461	69363	65376	187570
633	209159	175540	209158	209118	465644
634	552813	71658	552812	546409	155873
635	543703	439296	543726	283586	25740
636	433334	499685	325274	275378	74852
637	217786	157723	595309	244822	27500
638	406280	199866	264892	264894	58756
639	133593	208119	317412	267762	526860
640	286244	174695	39437	423255	73207
641	43371	157775	248150	213997	235698
642	239115	264691	264692	56981	505559
643	443023	113723	205313	264793	210216
644	544023	372360	410326	83840	176244
645	71360	207647	223603	235374	386291
646	482482	26535	603207	603206	603208
647	427223	466299	427230	466296	54729
648	383512	463069	516625	458414	409554
649	401302	503359	479778	275580	621640
650	168920	180604	238203	157527	632563
651	486026	544684	54780	11376	548271
652	170924	342381	590025	511	211316
653	165367	382219	349744	134589	708894
654	390036	473395	455863	453245	3692
655	49644	34860	179856	535945	49645
656	458883	396547	177458	187782	329073
657	209080	209208	138941	233778	137945
658	239115	425179	546621	239117	50813
659	189485	629961	465641	623339	90969
660	7727	595892	282730	709987	232030
661	210395	3577	4393	440562	145975
662	200311	98168	51096	386208	4110
663	486263	2169	472534	14664	188309
664	67297	505172	540935	211009	489048
665	359756	30913	314077	177362	181604
666	64235	599788	184005	351924	316273
667	147586	511261	544247	544280	3558
668	244757	544571	3929	293251	543397
669	102983	239359	315407	104680	115163
670	590804	65751	167578		
671	377161	382084	264397	266778	382081
672	398776	363439	363440	459804	238649
673	537658	358823	322641	443216	178154
675	24490	528998	72220	627433	35198
676	379049	66717	379042	168310	37504
677	463059	235767	259226	208821	279427
678	46447	150696	150695	599898	6661
679	179166	114296	465446	114295	364471
680	380992	259277	84355	259278	259283
681	148698	424979	487381	98848	159427
682	74513	535029	605570	372399	535030
683	267730	538472	395916	501132	56989
684	165025	239566	404144	521502	31232
685	507117	585688	593949	373455	502334
686	238207	410889	633471	398824	397888
687	268570	380992	420285	207232	60158
688	326115	706155	152038	188685	89410
690	7357	192088	226061	383076	430396
691	366831	445272	209319	181140	103679
692	141288	604759	204380	366128	478887
693	150648	646064	418873	62108	646066
694	54614	290842	131178	22405	362345
696	175937	130990	130985	14197	149996
698	443096	513697	15363	414653	168631
699	114799	162211	442224	219255	707641
700	150898	493441	138495	4868	301310
701	445748	706187	447193	506	243243
702	272599	212874	59846	12278	370092
703	261924	61312	69209	587642	483066
704	188862	587110	266889	184996	66666
705	148948	261718	455672	599108	2769
706	101973	63989	89565	707162	30981
707	107027	705157	190136	705156	327772
708	147201	147197	209091	147196	
709	589777	153108	17946	136132	510081
710	47332	6659	211504	152989	391998
711	673605	673005	174585	174586	120688
712	142288	151927	543701	40843	5160
713	393839	546232	55075	154042	604903
715	81646	286547	116057	410757	350993
716	498213	101010	484935	596319	13934
717	215165	438437	594798	602609	606903
718	477374	385732	101172	128360	155590
719	489628	591237	592597	119292	114400
720	493724	78808	114794	89509	135509
721	197563	595217	210307	24999	242516
722	80309	227166	253433	134589	17753
723	207876	646091	83341	57692	282790
724	709332	550280	438556	207865	256878
725	14353	446357	485826	320609	99093
726	108525	150653	387928	8784	355528
727	196714	144865	101952	451262	343085
728	287848	293500	293498	460461	549232
729	152765	317577	383580	49219	706160
730	356854	232750	499199	220571	461608
731	373770	176919	33957	636033	241086
732	181694	295801	404403	156745	181098
733	639190	16895	504299	321901	50959
734	17212	15767	171094	177736	370188
735	45562	161273	504494	42242	9704
736	372150	128098	110529	372153	283898
737	214541	34375	203647	472128	74380
738	219811	130342	618708	233145	242067
739	309977	315901	531392	419532	224652
740	86260	143303	71222	15807	463843
741	377706	513032	376606	369959	376613
742	8345	71326	608294	218457	426699
743	258641	191106	71905	258843	482708
744	250750	179309	429476	283064	522400
745	201100	249706	18822	405839	587472
746	460726	113766	183160	209540	144551
747	164786	164788	164787	22986	267302
748	614327	11316	489048	484988	450087
749	429661	637299	638163	625388	637407
750	119739	339171	173835	410021	103046
751	186555	460598	602226	234956	50681
752	49077	546205	546366	606877	606900
753	21701	130971	58037	95190	486929
754	269377	544093	346217	412205	430465
755	236011	147687	148281	217833	410851
756	276070	49219	254105	254104	197592
757	592769	409677	391355	232232	369221
758	4942	267324	142021	185682	186764
759	583174	432296	398776	330081	277900
760	516254	516354	170465	458891	157082
761	192110	395633	86376	300734	707619
762	129807	458667	372378	97602	155232
763	531042	252928	252929	272095	155872
764	605240	352880	440259	164563	28658
765	42470	500837	552307	56154	313534
766	126852	31012	48644	464306	476894
767	118511	598808	56315	319048	231173
768	291229	346580	244166	348378	67088
769	455712	19534	381591	203174	455711
770	57821	426378	267950		
772	276206	171845	181876	208667	546407
773	264903	255005	75167	373039	587206
775	175376	160927	705337	590879	366437
776	12560	169409	19772	215741	137560
777	270022	270021	388137	69428	38666
778	622792	95736	622794	513351	555672
779	329395	276476	79777	204078	243044
780	66781	94741	242516	41172	362923
781	117904	426433	426440	602777	595090
782	217405	138622	604468	60158	599894
783	390539	71683	229031	86631	450538
784	174078	440339	244248	44593	60922
785	185921	442140	135931	427707	499265
786	645856	262195	68517	288677	108509
787	165367	341811	270010	23698	406231
788	269755	543389	425949	340878	593638
789	49644	338984	621753	174441	329111
790	505172	119056	68292	70979	403091
791	235243	170852	273625	79525	25260
792	39851	433387	27363	187763	607792
793	280583	309978	309994	509798	283470
794	269297	17946	260172	277686	308574
796	321616	543801	356793	603124	330493
797	603130	603116	545059	369863	217343
798	461608	80472	62160	492929	497466
799	148581	296305	68218	89410	116669
800	337436	53119	493574	176147	424325
801	278861	391152	483123	534269	706116
802	52829	187651	455923	30924	26562
803	210395	186380	391445	493771	522941
804	50176	182637	125156	467231	75969
805	546077	198540	607096	193680	29586
806	241262	462957	112052	109069	417615
807	471761	297583	201176	183920	423495
808	584947	498604	255724	498608	705677
809	190548	125734	145689	214231	391445
810	97271	159893	516180	131232	516198
812	72412	364622	174687	262646	174684
813	482844	73003	481416	494276	73006
814	63638	397357	449077	405105	185600
815	209067	419719	555778	47740	195485
816	26626	553649	553685	489068	553658
817	19388	363785	264	328115	363787
818	96634	87331	618020	135636	96638
819	306210	484542	405291	197109	167312
820	304384	20308	447943	555372	134604
821	106247	167147	251417	175342	177705
822	525655	266889	266882	459786	259277
823	6355	263102	428298	545155	167286
824	489998	429300	390943	216778	220437
825	267230	437629	39415	335693	301320
826	279979	21957	390539	7092	201963
827	359756	374450	172493	309761	67411
828	251346	516254	218206	107951	27320
829	252746	26921	90598	257415	311043
830	38787	362553	184263	224901	12724
831	605299	531495	228202	68292	319267
832	62111	166398	613375	608962	493480
833	561039	18623	67747	426810	426809
835	96269	83134	608927	121241	435453
836	120433	146089	554971	381603	178044
837	21228	222282	543937	405165	222276
838	467941	412048	361743	493164	440615
839	37146	167523	543160	605059	19993
840	267939	47195	48739	159105	79777
841	8504	80596	196737	27019	210207
842	185186	168047	436855	183622	301318
843	601883	438487	170727	593862	598834
844	403035	405971	12278	405970	106905
845	176309	192523	442585	270458	353728
847	236717	184005	250767	96219	230
848	231827	535210	511039	231823	231843
849	532216	7698	366131	337303	18028
850	27766	107927	179916	183660	499522
851	605240	6934	15144	18199	510672
852	311334	566563	144837	137870	224680
853	446357	633436	22478	245303	637022
854	48518	262537	554105	302924	223953
855	254613	137120	347744	513007	231033
856	262975	56434	416490	210307	280542
857	65724	159723	563965	555536	483844
858	639190	683093	673785	22958	609098
859	303058	319586	494799	219361	228285
860	347704	54084	59389	443813	258703
862	245805	342825	636674	593251	618807
863	167883	21958	26309	612810	
864	485826	207416	585253	48411	316450
865	176781	107717	462138	107718	400130
866	31525	31974	207554	22283	14331
