abbastanza	Adverb	A2
abbonamento	Substantiv	A2
abbracciare	Verb	A2
abbraccio	Substantiv	A2
accendere	Verb	A2
accendino	Substantiv	A2
accompagnare	Verb	A2
accordo	Substantiv	A2
acquistare	Verb	A2
addio	Interjektion	A2
addormentarsi	Verb	A2
adulta	Adjektiv	A2
adulta	Substantiv	A2
adulto	Adjektiv	A2
adulto	Substantiv	A2
affittare	Verb	A2
affitto	Substantiv	A2
aiutare	Verb	A2
aiuto	Substantiv	A2
alcuno	Adjektiv	A2
alimentari	Substantiv	A2
allegro	Adjektiv	A2
allora	Adverb	A2
altro	Pronomen	A2
altro	Adjektiv	A2
alzarsi	Verb	A2
amaro	Adjektiv	A2
ancora	Adverb	A2
anello	Substantiv	A2
annoiarsi	Verb	A2
anticipo	Substantiv	A2
antico	Adjektiv	A2
antipasto	Substantiv	A2
antipatico	Adjektiv	A2
anziana	Adjektiv	A2
anziana	Substantiv	A2
anziano	Adjektiv	A2
anziano	Substantiv	A2
aperitivo	Substantiv	A2
appena	Adverb	A2
appetito	Substantiv	A2
arancia	Substantiv	A2
arancione	Adjektiv	A2
argento	Substantiv	A2
aria	Substantiv	A2
armadio	Substantiv	A2
arrabbiarsi	Verb	A2
arrivo	Substantiv	A2
arrosto	Substantiv	A2
articolo	Substantiv	A2
ascensore	Substantiv	A2
asciugamano	Substantiv	A2
asciugare	Verb	A2
asciugarsi	Verb	A2
attraversare	Verb	A2
aula	Substantiv	A2
auto	Substantiv	A2
automobile	Substantiv	A2
autostrada	Substantiv	A2
azzurro	Adjektiv	A2
baciare	Verb	A2
baffo	Substantiv	A2
balcone	Substantiv	A2
bambola	Substantiv	A2
banana	Substantiv	A2
banco	Substantiv	A2
barba	Substantiv	A2
barca	Substantiv	A2
basso	Adjektiv	A2
basta	Interjektion	A2
benvenuto	Adjektiv	A2
benzina	Substantiv	A2
bibita	Substantiv	A2
biblioteca	Substantiv	A2
biglietteria	Substantiv	A2
bisogno	Substantiv	A2
bistecca	Substantiv	A2
bocca	Substantiv	A2
bosco	Substantiv	A2
braccio	Substantiv	A2
brutto	Adjektiv	A2
buio	Substantiv	A2
burro	Substantiv	A2
calcio	Substantiv	A2
caldo	Substantiv	A2
calmo	Adjektiv	A2
camminare	Verb	A2
campeggio	Substantiv	A2
camper	Substantiv	A2
cantina	Substantiv	A2
capo	Substantiv	A2
cappello	Substantiv	A2
carota	Substantiv	A2
casalinga	Substantiv	A2
casalingo	Substantiv	A2
cassa	Substantiv	A2
cattivo	Adjektiv	A2
cavallo	Substantiv	A2
centimetro	Substantiv	A2
che	Konjunktion	A2
chiaro	Adjektiv	A2
chiedere	Verb	A2
chilo	Substantiv	A2
chilometro	Substantiv	A2
ci	Pronomen	A2
cielo	Substantiv	A2
cin-cin	Interjektion	A2
cioccolato	Substantiv	A2
circa	Adverb	A2
cognata	Substantiv	A2
cognato	Substantiv	A2
collana	Substantiv	A2
collega	Substantiv	A2
collina	Substantiv	A2
colorare	Verb	A2
commessa	Substantiv	A2
commesso	Substantiv	A2
comodino	Substantiv	A2
comodo	Adjektiv	A2
compito	Substantiv	A2
completo	Adjektiv	A2
complimento	Substantiv	A2
concerto	Substantiv	A2
confine	Substantiv	A2
congratulazione	Substantiv	A2
conoscere	Verb	A2
contento	Adjektiv	A2
continuare	Verb	A2
contorno	Substantiv	A2
conversazione	Substantiv	A2
coperta	Substantiv	A2
coppia	Substantiv	A2
corpo	Substantiv	A2
correggere	Verb	A2
correre	Verb	A2
così	Adverb	A2
costo	Substantiv	A2
cotone	Substantiv	A2
credere	Verb	A2
crema	Substantiv	A2
crociera	Substantiv	A2
cucinare	Verb	A2
cugina	Substantiv	A2
cugino	Substantiv	A2
cultura	Substantiv	A2
cuscino	Substantiv	A2
da	Präposition	A2
davanti	Präposition	A2
debole	Adjektiv	A2
dente	Substantiv	A2
dentifricio	Substantiv	A2
dentro	Präposition	A2
dettato	Substantiv	A2
dialogo	Substantiv	A2
dietro	Präposition	A2
dimenticare	Verb	A2
dimenticarsi	Verb	A2
dipingere	Verb	A2
dipinto	Substantiv	A2
direttore	Substantiv	A2
direttrice	Substantiv	A2
discoteca	Substantiv	A2
disegnare	Verb	A2
dispiacere	Verb	A2
distributore	Substantiv	A2
dito	Substantiv	A2
ditta	Substantiv	A2
divano	Substantiv	A2
diverso	Adjektiv	A2
divertente	Adjektiv	A2
divertimento	Substantiv	A2
divertirsi	Verb	A2
divorziare	Verb	A2
dizionario	Substantiv	A2
dogana	Substantiv	A2
dolce	Adjektiv	A2
dolce	Substantiv	A2
dritto	Adverb	A2
durante	Präposition	A2
ecco	Interjektion	A2
economia	Substantiv	A2
elegante	Adjektiv	A2
elementare	Adjektiv	A2
entrata	Substantiv	A2
erba	Substantiv	A2
errore	Substantiv	A2
esame	Substantiv	A2
esempio	Substantiv	A2
est	Substantiv	A2
età	Substantiv	A2
etto	Substantiv	A2
faccia	Substantiv	A2
facoltà	Substantiv	A2
fattoria	Substantiv	A2
febbre	Substantiv	A2
femminile	Adjektiv	A2
fermarsi	Verb	A2
fermo	Adjektiv	A2
ferro	Substantiv	A2
fetta	Substantiv	A2
fiammifero	Substantiv	A2
fidanzata	Substantiv	A2
fidanzato	Substantiv	A2
fine	Substantiv	A2
fino	Präposition	A2
firma	Substantiv	A2
firmare	Verb	A2
fiume	Substantiv	A2
foglio	Substantiv	A2
formaggio	Substantiv	A2
fornello	Substantiv	A2
forno	Substantiv	A2
forse	Adverb	A2
forte	Adjektiv	A2
fortuna	Substantiv	A2
fra	Präposition	A2
frase	Substantiv	A2
freddo	Substantiv	A2
freezer	Substantiv	A2
frequentare	Verb	A2
fresco	Adjektiv	A2
frigorifero	Substantiv	A2
fronte	Substantiv	A2
fulmine	Substantiv	A2
fuoco	Substantiv	A2
gamba	Substantiv	A2
garage	Substantiv	A2
gas	Substantiv	A2
gelato	Substantiv	A2
genero	Substantiv	A2
genitore	Substantiv	A2
geografia	Substantiv	A2
ghiaccio	Substantiv	A2
già	Adverb	A2
ginnastica	Substantiv	A2
giocattolo	Substantiv	A2
gioco	Substantiv	A2
giornalista	Substantiv	A2
girare	Verb	A2
giro	Substantiv	A2
gita	Substantiv	A2
giusto	Adjektiv	A2
gli	Pronomen	A2
grado	Substantiv	A2
grasso	Adjektiv	A2
gratis	Adverb	A2
grigio	Adjektiv	A2
guanto	Substantiv	A2
guida	Substantiv	A2
guidare	Verb	A2
idea	Substantiv	A2
identità	Substantiv	A2
impermeabile	Substantiv	A2
impiegata	Substantiv	A2
impiegato	Substantiv	A2
impossibile	Adjektiv	A2
incontrarsi	Verb	A2
indossare	Verb	A2
infermiera	Substantiv	A2
infermiere	Substantiv	A2
ingegnere	Substantiv	A2
iniziare	Verb	A2
inizio	Substantiv	A2
insalata	Substantiv	A2
insieme	Adverb	A2
intorno	Adverb	A2
inutile	Adjektiv	A2
invitare	Verb	A2
isola	Substantiv	A2
la	Pronomen	A2
lampada	Substantiv	A2
lana	Substantiv	A2
lasciare	Verb	A2
lavagna	Substantiv	A2
lavanderia	Substantiv	A2
lavandino	Substantiv	A2
lavare	Verb	A2
lavarsi	Verb	A2
lavastoviglie	Substantiv	A2
lavatrice	Substantiv	A2
le	Pronomen	A2
leggero	Adjektiv	A2
legno	Substantiv	A2
lento	Adjektiv	A2
lenzuolo	Substantiv	A2
li	Pronomen	A2
libero	Adjektiv	A2
libreria	Substantiv	A2
liscio	Adjektiv	A2
litro	Substantiv	A2
livello	Substantiv	A2
lo	Pronomen	A2
lontano	Adjektiv	A2
loro	Adjektiv	A2
luce	Substantiv	A2
luna	Substantiv	A2
luogo	Substantiv	A2
ma	Konjunktion	A2
maiale	Substantiv	A2
mancia	Substantiv	A2
manica	Substantiv	A2
mano	Substantiv	A2
marrone	Adjektiv	A2
maschile	Adjektiv	A2
matematica	Substantiv	A2
materia	Substantiv	A2
matrimonio	Substantiv	A2
meccanico	Substantiv	A2
medico	Substantiv	A2
meglio	Adverb	A2
mela	Substantiv	A2
mensa	Substantiv	A2
merenda	Substantiv	A2
messaggio	Substantiv	A2
metro	Substantiv	A2
metropolitana	Substantiv	A2
mettersi	Verb	A2
minestra	Substantiv	A2
mio	Pronomen	A2
mobile	Substantiv	A2
moda	Substantiv	A2
moderno	Adjektiv	A2
mondo	Substantiv	A2
monumento	Substantiv	A2
mostra	Substantiv	A2
motorino	Substantiv	A2
mucca	Substantiv	A2
muovere	Verb	A2
muoversi	Verb	A2
muro	Substantiv	A2
naso	Substantiv	A2
natura	Substantiv	A2
nave	Substantiv	A2
nebbia	Substantiv	A2
nervoso	Adjektiv	A2
neve	Substantiv	A2
nevicare	Verb	A2
nipote	Substantiv	A2
noioso	Adjektiv	A2
noleggiare	Verb	A2
nord	Substantiv	A2
normale	Adjektiv	A2
nostalgia	Substantiv	A2
nostro	Adjektiv	A2
nostro	Pronomen	A2
nuora	Substantiv	A2
nuotare	Verb	A2
nuoto	Substantiv	A2
nuvola	Substantiv	A2
nuvoloso	Adjektiv	A2
